customer_id,country,customer_age,account_age_days
CUST_00608,France,44,53
CUST_00609,Netherlands,36,1068
CUST_00610,Spain,62,705
CUST_00611,Germany,29,554
CUST_00612,Italy,37,376
CUST_00613,Spain,18,201
CUST_00614,Germany,38,1380
CUST_00615,Italy,66,741
CUST_00616,Belgium,62,518
CUST_00617,Germany,18,407
CUST_00618,France,27,1217
CUST_00619,Italy,64,401
CUST_00620,Spain,49,1029
CUST_00621,Germany,56,1006
CUST_00622,Germany,39,1477
CUST_00623,France,35,786
CUST_00624,Netherlands,65,506
CUST_00625,Spain,63,411
CUST_00626,France,49,184
CUST_00627,Netherlands,44,286
CUST_00628,Spain,45,703
CUST_00629,Germany,35,97
CUST_00630,France,56,373
CUST_00631,Spain,66,1330
CUST_00632,Italy,46,702
CUST_00633,Netherlands,35,420
CUST_00634,Netherlands,61,288
CUST_00635,Germany,25,336
CUST_00636,France,48,1148
CUST_00637,Netherlands,51,979
CUST_00638,Germany,24,999
CUST_00639,France,53,275
CUST_00640,France,35,762
CUST_00641,Germany,55,216
CUST_00642,France,26,954
CUST_00643,Germany,26,814
CUST_00644,France,63,1426
CUST_00645,Germany,25,1459
CUST_00646,Italy,68,437
CUST_00647,Netherlands,52,1178
CUST_00648,Spain,35,1390
CUST_00649,Italy,22,370
CUST_00650,Netherlands,31,592
CUST_00651,Germany,45,1231
CUST_00652,Netherlands,47,680
CUST_00653,Netherlands,21,981
CUST_00654,Spain,56,1223
CUST_00655,France,37,1092
CUST_00656,Germany,42,98
CUST_00657,France,45,1289
CUST_00658,France,29,410
CUST_00659,Spain,19,86
CUST_00660,Netherlands,60,1330
CUST_00661,France,31,879
CUST_00662,Belgium,39,1152
CUST_00663,Spain,48,945
CUST_00664,Germany,40,354
CUST_00665,Germany,65,490
CUST_00666,Germany,37,208
CUST_00667,Germany,55,873
CUST_00668,Germany,21,603
CUST_00669,Germany,32,148
CUST_00670,France,41,578
CUST_00671,Germany,42,675
CUST_00672,Italy,18,55
CUST_00673,Germany,24,1061
CUST_00674,Netherlands,48,998
CUST_00675,France,29,562
CUST_00676,Belgium,59,178
CUST_00677,Germany,22,1078
CUST_00678,France,61,684
CUST_00679,Belgium,67,974
CUST_00680,Italy,59,584
CUST_00681,Italy,55,454
CUST_00682,France,29,322
CUST_00683,Germany,56,1238
CUST_00684,Spain,35,583
CUST_00685,Belgium,19,460
CUST_00686,Netherlands,27,633
CUST_00687,Netherlands,32,346
CUST_00688,France,47,427
CUST_00689,Italy,61,1377
CUST_00690,Germany,34,625
CUST_00691,France,21,575
CUST_00692,France,24,105
CUST_00693,Netherlands,58,894
CUST_00694,Germany,48,945
CUST_00695,Germany,68,738
CUST_00696,Spain,56,515
CUST_00697,France,51,1141
CUST_00698,Netherlands,23,776
CUST_00699,Germany,67,1285
CUST_00700,Netherlands,55,1060
CUST_00701,Netherlands,62,579
CUST_00702,Germany,68,1005
CUST_00703,France,51,1105
CUST_00704,Germany,61,971
CUST_00705,Germany,32,948
CUST_00706,Belgium,31,1449
CUST_00707,France,23,1274
CUST_00708,Italy,67,1481
CUST_00709,France,54,1196
CUST_00710,Spain,67,392
CUST_00711,Italy,49,411
CUST_00712,Netherlands,20,1330
CUST_00713,Netherlands,20,300
CUST_00714,France,39,1067
CUST_00715,France,39,327
CUST_00716,Belgium,27,1033
CUST_00717,Italy,68,263
CUST_00718,Belgium,20,604
CUST_00719,Germany,29,56
CUST_00720,Spain,46,122
CUST_00721,Belgium,65,646
CUST_00722,Germany,34,338
CUST_00723,Germany,24,81
CUST_00724,Spain,30,348
CUST_00725,Netherlands,19,210
CUST_00726,Italy,21,1173
CUST_00727,Germany,27,904
CUST_00728,Italy,56,1096
CUST_00729,Germany,41,676
CUST_00730,Germany,34,1313
CUST_00731,Germany,69,226
CUST_00732,Italy,23,674
CUST_00733,Spain,36,1000
CUST_00734,Netherlands,22,284
CUST_00735,France,49,761
CUST_00736,Italy,27,365
CUST_00737,France,26,1019
CUST_00738,Italy,44,929
CUST_00739,France,30,1308
CUST_00740,France,36,543
CUST_00741,Netherlands,38,271
CUST_00742,France,41,178
CUST_00743,Spain,55,1352
CUST_00744,Netherlands,21,786
CUST_00745,Germany,41,649
CUST_00746,Italy,52,482
CUST_00747,France,20,1446
CUST_00748,Netherlands,21,241
CUST_00749,Belgium,54,697
CUST_00750,Spain,57,623
CUST_00751,Germany,65,160
CUST_00752,Belgium,52,1382
CUST_00753,Spain,48,641
CUST_00754,France,61,285
CUST_00755,Germany,42,590
CUST_00756,Italy,57,92
CUST_00757,Spain,30,1364
CUST_00758,Netherlands,21,436
CUST_00759,Italy,63,831
CUST_00760,Italy,31,1158
CUST_00761,Germany,30,44
CUST_00762,France,44,288
CUST_00763,Germany,23,752
CUST_00764,Spain,34,1465
CUST_00765,Germany,53,1312
CUST_00766,Netherlands,57,643
CUST_00767,Italy,66,1313
CUST_00768,Italy,52,1098
CUST_00769,France,34,842
CUST_00770,Italy,58,360
CUST_00771,Germany,19,194
CUST_00772,Italy,30,1246
CUST_00773,Germany,69,1454
CUST_00774,France,19,1427
CUST_00775,Italy,69,1118
CUST_00776,Germany,45,416
CUST_00777,Germany,60,1468
CUST_00778,Spain,43,1083
CUST_00779,Spain,39,1319
CUST_00780,Spain,64,357
CUST_00781,Spain,60,1270
CUST_00782,Netherlands,20,349
CUST_00783,France,52,428
CUST_00784,France,29,134
CUST_00785,Germany,41,725
CUST_00786,Belgium,22,1046
CUST_00787,Netherlands,37,359
CUST_00788,France,56,689
CUST_00789,Netherlands,56,1100
CUST_00790,Belgium,30,628
CUST_00791,Germany,58,850
CUST_00792,Netherlands,62,670
CUST_00793,Netherlands,29,343
CUST_00794,Spain,30,1200
CUST_00795,Germany,27,491
CUST_00796,Italy,50,515
CUST_00797,Belgium,57,439
CUST_00798,Netherlands,33,56
CUST_00799,Spain,62,1082
CUST_00800,Belgium,52,300
CUST_00801,Spain,20,715
CUST_00802,Germany,22,530
CUST_00803,Netherlands,43,1306
CUST_00804,Spain,28,414
CUST_00805,France,24,89
CUST_00806,Spain,27,1160
CUST_00807,Belgium,59,249
CUST_00808,Belgium,69,1494
CUST_00809,Netherlands,51,800
CUST_00810,Germany,20,593
CUST_00811,Belgium,25,575
CUST_00812,Italy,48,125
CUST_00813,Germany,28,1018
CUST_00814,Belgium,62,1142
CUST_00815,Italy,24,857
CUST_00816,Netherlands,62,260
CUST_00817,Netherlands,19,997
CUST_00818,France,23,304
CUST_00819,Germany,58,275
CUST_00820,France,49,140
CUST_00821,Italy,37,263
CUST_00822,Germany,51,1331
CUST_00823,France,67,446
CUST_00824,France,33,707
CUST_00825,Netherlands,42,1181
CUST_00826,Belgium,29,1290
CUST_00827,France,24,832
CUST_00828,France,56,648
CUST_00829,Spain,34,1181
CUST_00830,Netherlands,62,736
CUST_00831,Germany,28,880
CUST_00832,Netherlands,23,1447
CUST_00833,Germany,40,504
CUST_00834,Germany,44,684
CUST_00835,Netherlands,63,424
CUST_00836,France,23,140
CUST_00837,Belgium,55,119
CUST_00838,France,19,792
CUST_00839,Netherlands,39,1333
CUST_00840,Spain,37,1386
CUST_00841,Germany,42,1277
CUST_00842,Spain,32,1154
CUST_00843,Germany,66,161
CUST_00844,Belgium,46,1066
CUST_00845,Germany,25,486
CUST_00846,France,54,1494
CUST_00847,Germany,66,127
CUST_00848,Belgium,69,1173
CUST_00849,Netherlands,50,322
CUST_00850,Netherlands,39,1054
CUST_00851,Germany,67,601
CUST_00852,Spain,64,279
CUST_00853,Germany,22,681
CUST_00854,Italy,56,178
CUST_00855,Germany,35,1448
CUST_00856,Germany,55,73
CUST_00857,Germany,54,1097
CUST_00858,Netherlands,47,1131
CUST_00859,Netherlands,68,1279
CUST_00860,Germany,48,191
CUST_00861,Italy,27,282
CUST_00862,Netherlands,32,161
CUST_00863,Netherlands,59,503
CUST_00864,France,65,1162
CUST_00865,France,61,735
CUST_00866,Netherlands,35,1088
CUST_00867,Germany,40,304
CUST_00868,Germany,50,216
CUST_00869,Italy,33,978
CUST_00870,Belgium,55,272
CUST_00871,France,52,293
CUST_00872,France,51,551
CUST_00873,Spain,45,992
CUST_00874,France,19,812
CUST_00875,Germany,47,1140
CUST_00876,Germany,30,564
CUST_00877,Spain,58,239
CUST_00878,Spain,33,75
CUST_00879,Germany,22,55
CUST_00880,Germany,45,1319
CUST_00881,Germany,56,204
CUST_00882,Spain,62,1364
CUST_00883,Germany,37,351
CUST_00884,Germany,41,1188
CUST_00885,Italy,44,84
CUST_00886,Germany,47,1209
CUST_00887,Spain,62,697
CUST_00888,Germany,44,176
CUST_00889,Germany,43,628
CUST_00890,Germany,24,49
CUST_00891,Spain,59,1322
CUST_00892,Italy,64,362
CUST_00893,Italy,55,936
CUST_00894,France,22,973
CUST_00895,Spain,40,940
CUST_00896,Germany,45,430
CUST_00897,France,51,979
CUST_00898,Italy,32,1359
CUST_00899,Germany,49,57
CUST_00900,Germany,43,496
CUST_00901,Germany,65,1313
CUST_00902,Germany,48,1011
CUST_00903,Germany,36,130
CUST_00904,Netherlands,26,580
CUST_00905,France,46,831
CUST_00906,Italy,68,382
CUST_00907,Italy,56,1353
CUST_00908,France,21,325
CUST_00909,France,20,382
CUST_00910,France,46,937
