transaction_id,customer_id,merchant_id,transaction_timestamp,amount,transaction_type,payment_method,device_type,status,failure_reason,country,customer_age,account_age_days,merchant_name,merchant_category,merchant_country,is_international,high_value_flag,multiple_failures_flag,risk_flag
TXN_076555,CUST_00002,MER_008,2025-02-23 07:30:22,33.76,Purchase,Credit Card,Mobile,Successful,,Belgium,57,545,Merchant_008,Fashion,Italy,True,False,False,False
TXN_077282,CUST_00002,MER_036,2025-03-08 15:59:35,141.66,Purchase,Digital Wallet,Tablet,Successful,,Belgium,57,545,Merchant_036,Electronics,Belgium,False,False,False,False
TXN_053420,CUST_00002,MER_030,2025-04-01 23:08:53,90.96,Purchase,Debit Card,Desktop,Successful,,Belgium,57,545,Merchant_030,Entertainment,Netherlands,True,False,False,False
TXN_094907,CUST_00002,MER_027,2025-04-04 06:47:57,54.53,Purchase,Digital Wallet,Mobile,Successful,,Belgium,57,545,Merchant_027,Digital Services,Netherlands,True,False,False,False
TXN_003470,CUST_00002,MER_018,2025-05-25 06:46:20,27.94,Purchase,Credit Card,Desktop,Successful,,Belgium,57,545,Merchant_018,Fashion,France,True,False,False,False
TXN_022732,CUST_00002,MER_017,2025-05-25 17:46:46,55.67,Purchase,Credit Card,Mobile,Successful,,Belgium,57,545,Merchant_017,Entertainment,France,True,False,False,False
TXN_059376,CUST_00002,MER_004,2025-06-07 20:26:54,25.95,Purchase,Bank Transfer,Mobile,Successful,,Belgium,57,545,Merchant_004,E-commerce,Belgium,False,False,False,False
TXN_060912,CUST_00002,MER_038,2025-06-24 07:40:48,86.4,Purchase,Debit Card,Mobile,Successful,,Belgium,57,545,Merchant_038,Food & Dining,Netherlands,True,False,False,False
TXN_076199,CUST_00002,MER_008,2025-06-28 11:00:24,18.36,Purchase,Credit Card,Mobile,Successful,,Belgium,57,545,Merchant_008,Fashion,Italy,True,False,False,False
TXN_051773,CUST_00002,MER_048,2025-07-27 20:08:02,168.64,Purchase,Digital Wallet,Mobile,Successful,,Belgium,57,545,Merchant_048,Fashion,Belgium,False,False,False,False
TXN_006900,CUST_00002,MER_009,2025-08-15 17:14:37,17.34,Purchase,Debit Card,Desktop,Successful,,Belgium,57,545,Merchant_009,Food & Dining,Italy,True,False,False,False
TXN_045891,CUST_00002,MER_006,2025-09-21 05:18:34,61.03,Purchase,Digital Wallet,Desktop,Successful,,Belgium,57,545,Merchant_006,Electronics,Spain,True,False,False,False
TXN_062426,CUST_00002,MER_008,2025-09-23 02:18:20,57.95,Purchase,Credit Card,Mobile,Successful,,Belgium,57,545,Merchant_008,Fashion,Italy,True,False,False,False
TXN_071165,CUST_00002,MER_023,2025-10-02 18:59:04,38.06,Subscription,Debit Card,Desktop,Successful,,Belgium,57,545,Merchant_023,Groceries,Germany,True,False,False,False
TXN_086459,CUST_00002,MER_020,2025-10-08 21:02:27,9.45,Refund,Digital Wallet,Mobile,Successful,,Belgium,57,545,Merchant_020,Fashion,Belgium,False,False,False,False
TXN_079957,CUST_00002,MER_009,2025-10-09 17:34:19,107.34,Subscription,Credit Card,Desktop,Successful,,Belgium,57,545,Merchant_009,Food & Dining,Italy,True,False,False,False
TXN_091535,CUST_00002,MER_028,2025-10-20 13:18:04,1.71,Purchase,Debit Card,Mobile,Successful,,Belgium,57,545,Merchant_028,Travel,Italy,True,False,False,False
TXN_049346,CUST_00002,MER_043,2025-10-24 01:19:33,45.53,Purchase,Credit Card,Mobile,Successful,,Belgium,57,545,Merchant_043,Entertainment,Belgium,False,False,False,False
TXN_084740,CUST_00002,MER_048,2025-10-29 00:57:19,14.77,Subscription,Debit Card,Desktop,Successful,,Belgium,57,545,Merchant_048,Fashion,Belgium,False,False,False,False
TXN_093443,CUST_00002,MER_040,2025-12-15 18:06:46,852.81,Purchase,Debit Card,Mobile,Successful,,Belgium,57,545,Merchant_040,Food & Dining,Spain,True,True,False,True
TXN_021246,CUST_00002,MER_018,2025-12-16 03:28:45,54.61,Subscription,Digital Wallet,Mobile,Successful,,Belgium,57,545,Merchant_018,Fashion,France,True,False,False,False
TXN_035879,CUST_00003,MER_041,2025-02-14 18:02:31,14.37,Purchase,Digital Wallet,Mobile,Successful,,Spain,24,204,Merchant_041,Food & Dining,France,True,False,False,False
TXN_065664,CUST_00003,MER_043,2025-03-07 17:43:31,360.82,Purchase,Credit Card,Mobile,Successful,,Spain,24,204,Merchant_043,Entertainment,Belgium,True,False,False,False
TXN_062070,CUST_00003,MER_014,2025-03-08 19:18:45,30.42,Purchase,Debit Card,Desktop,Successful,,Spain,24,204,Merchant_014,Groceries,Spain,False,False,False,False
TXN_011622,CUST_00003,MER_007,2025-03-25 18:33:10,24.35,Purchase,Credit Card,Desktop,Successful,,Spain,24,204,Merchant_007,Groceries,Netherlands,True,False,False,False
TXN_035400,CUST_00003,MER_037,2025-04-26 23:37:41,78.49,Purchase,Debit Card,Mobile,Failed,Technical Error,Spain,24,204,Merchant_037,Groceries,Italy,True,False,False,False
TXN_024936,CUST_00003,MER_021,2025-06-30 19:39:48,99.71,Purchase,Digital Wallet,Tablet,Failed,Expired Card,Spain,24,204,Merchant_021,Electronics,Belgium,True,False,False,False
TXN_058785,CUST_00003,MER_048,2025-07-03 02:44:54,14.56,Purchase,Credit Card,Mobile,Successful,,Spain,24,204,Merchant_048,Fashion,Belgium,True,False,False,False
TXN_060952,CUST_00003,MER_029,2025-08-22 15:46:49,69.67,Purchase,Debit Card,Mobile,Successful,,Spain,24,204,Merchant_029,Fashion,Spain,False,False,False,False
TXN_069582,CUST_00003,MER_044,2025-08-30 15:00:05,16.79,Purchase,Credit Card,Desktop,Successful,,Spain,24,204,Merchant_044,Groceries,Germany,True,False,False,False
TXN_074515,CUST_00003,MER_008,2025-09-08 14:07:31,406.22,Purchase,Credit Card,Mobile,Successful,,Spain,24,204,Merchant_008,Fashion,Italy,True,False,False,False
TXN_074509,CUST_00003,MER_049,2025-09-09 07:58:10,51.93,Purchase,Credit Card,Mobile,Successful,,Spain,24,204,Merchant_049,Fashion,France,True,False,False,False
TXN_054574,CUST_00004,MER_045,2025-01-14 01:39:49,33.85,Purchase,Credit Card,Mobile,Successful,,Netherlands,49,792,Merchant_045,Food & Dining,Netherlands,False,False,False,False
TXN_083510,CUST_00004,MER_044,2025-01-20 21:13:55,69.28,Purchase,Debit Card,Desktop,Successful,,Netherlands,49,792,Merchant_044,Groceries,Germany,True,False,False,False
TXN_036765,CUST_00004,MER_031,2025-02-18 06:58:59,24.68,Purchase,Digital Wallet,Mobile,Successful,,Netherlands,49,792,Merchant_031,Travel,Germany,True,False,False,False
TXN_036457,CUST_00004,MER_034,2025-02-19 18:16:04,154.86,Purchase,Credit Card,Mobile,Successful,,Netherlands,49,792,Merchant_034,Groceries,Belgium,True,False,False,False
TXN_079758,CUST_00004,MER_021,2025-04-08 22:03:49,99.08,Purchase,Credit Card,Mobile,Successful,,Netherlands,49,792,Merchant_021,Electronics,Belgium,True,False,False,False
TXN_006114,CUST_00004,MER_011,2025-04-12 22:40:46,277.37,Purchase,Credit Card,Desktop,Successful,,Netherlands,49,792,Merchant_011,Entertainment,Belgium,True,False,False,False
TXN_011897,CUST_00004,MER_039,2025-04-13 22:06:44,136.24,Purchase,Credit Card,Desktop,Successful,,Netherlands,49,792,Merchant_039,Entertainment,Belgium,True,False,False,False
TXN_022720,CUST_00004,MER_016,2025-04-17 03:23:01,19.06,Refund,Credit Card,Tablet,Successful,,Netherlands,49,792,Merchant_016,E-commerce,Netherlands,False,False,False,False
TXN_024458,CUST_00004,MER_027,2025-04-21 08:22:26,83.97,Purchase,Credit Card,Mobile,Successful,,Netherlands,49,792,Merchant_027,Digital Services,Netherlands,False,False,False,False
TXN_057862,CUST_00004,MER_033,2025-04-21 17:32:32,34.47,Purchase,Digital Wallet,Mobile,Successful,,Netherlands,49,792,Merchant_033,Travel,Netherlands,False,False,False,False
TXN_068760,CUST_00004,MER_005,2025-05-15 05:12:55,54.47,Purchase,Credit Card,Mobile,Successful,,Netherlands,49,792,Merchant_005,Travel,Italy,True,False,False,False
TXN_098263,CUST_00004,MER_024,2025-06-20 13:27:44,23.43,Purchase,Credit Card,Mobile,Successful,,Netherlands,49,792,Merchant_024,Fashion,Netherlands,False,False,False,False
TXN_076253,CUST_00004,MER_012,2025-06-22 03:56:12,694.72,Purchase,Credit Card,Mobile,Successful,,Netherlands,49,792,Merchant_012,Travel,Germany,True,True,False,True
TXN_010968,CUST_00004,MER_015,2025-06-22 22:24:14,408.4,Purchase,Credit Card,Mobile,Successful,,Netherlands,49,792,Merchant_015,Travel,Spain,True,False,False,False
TXN_072287,CUST_00004,MER_030,2025-07-17 02:56:06,14.64,Purchase,Credit Card,Mobile,Successful,,Netherlands,49,792,Merchant_030,Entertainment,Netherlands,False,False,False,False
TXN_014556,CUST_00004,MER_029,2025-07-25 20:50:55,39.47,Subscription,Digital Wallet,Desktop,Successful,,Netherlands,49,792,Merchant_029,Fashion,Spain,True,False,False,False
TXN_022410,CUST_00004,MER_010,2025-07-29 11:35:58,153.51,Purchase,Bank Transfer,Tablet,Failed,Technical Error,Netherlands,49,792,Merchant_010,Food & Dining,Italy,True,False,False,False
TXN_044618,CUST_00004,MER_047,2025-07-30 07:04:58,15.71,Purchase,Bank Transfer,Desktop,Successful,,Netherlands,49,792,Merchant_047,Fashion,Belgium,True,False,False,False
TXN_083850,CUST_00004,MER_005,2025-08-01 18:07:57,148.5,Purchase,Bank Transfer,Desktop,Successful,,Netherlands,49,792,Merchant_005,Travel,Italy,True,False,False,False
TXN_058624,CUST_00004,MER_039,2025-08-10 04:25:34,108.63,Purchase,Credit Card,Mobile,Successful,,Netherlands,49,792,Merchant_039,Entertainment,Belgium,True,False,False,False
TXN_010872,CUST_00004,MER_011,2025-08-21 14:56:58,67.13,Purchase,Credit Card,Desktop,Successful,,Netherlands,49,792,Merchant_011,Entertainment,Belgium,True,False,False,False
TXN_085585,CUST_00004,MER_041,2025-08-31 10:53:55,67.51,Purchase,Credit Card,Mobile,Successful,,Netherlands,49,792,Merchant_041,Food & Dining,France,True,False,False,False
TXN_029387,CUST_00004,MER_024,2025-09-26 00:17:14,59.62,Purchase,Debit Card,Mobile,Successful,,Netherlands,49,792,Merchant_024,Fashion,Netherlands,False,False,False,False
TXN_091443,CUST_00004,MER_005,2025-10-15 00:50:38,57.11,Purchase,Bank Transfer,Desktop,Successful,,Netherlands,49,792,Merchant_005,Travel,Italy,True,False,False,False
TXN_002626,CUST_00004,MER_009,2025-10-24 01:13:38,153.2,Purchase,Credit Card,Desktop,Successful,,Netherlands,49,792,Merchant_009,Food & Dining,Italy,True,False,False,False
TXN_051205,CUST_00004,MER_013,2025-11-02 04:14:35,28.63,Purchase,Credit Card,Mobile,Successful,,Netherlands,49,792,Merchant_013,Electronics,Italy,True,False,False,False
TXN_031019,CUST_00004,MER_047,2025-11-25 16:08:30,20.99,Purchase,Credit Card,Desktop,Successful,,Netherlands,49,792,Merchant_047,Fashion,Belgium,True,False,False,False
TXN_079945,CUST_00005,MER_009,2025-03-19 13:15:44,37.49,Purchase,Credit Card,Mobile,Successful,,Germany,65,1074,Merchant_009,Food & Dining,Italy,True,False,False,False
TXN_075857,CUST_00005,MER_032,2025-04-08 18:18:37,126.97,Purchase,Credit Card,Mobile,Successful,,Germany,65,1074,Merchant_032,Food & Dining,Italy,True,False,False,False
TXN_040817,CUST_00005,MER_028,2025-04-09 10:32:43,48.67,Purchase,Digital Wallet,Desktop,Failed,Expired Card,Germany,65,1074,Merchant_028,Travel,Italy,True,False,False,False
TXN_051248,CUST_00005,MER_007,2025-05-14 14:41:18,175.02,Purchase,Digital Wallet,Mobile,Successful,,Germany,65,1074,Merchant_007,Groceries,Netherlands,True,False,False,False
TXN_058294,CUST_00005,MER_040,2025-05-27 19:40:48,29.28,Purchase,Debit Card,Desktop,Successful,,Germany,65,1074,Merchant_040,Food & Dining,Spain,True,False,False,False
TXN_083606,CUST_00005,MER_012,2025-06-11 15:03:25,44.77,Subscription,Bank Transfer,Mobile,Successful,,Germany,65,1074,Merchant_012,Travel,Germany,False,False,False,False
TXN_081991,CUST_00005,MER_021,2025-06-19 16:10:23,204.77,Subscription,Bank Transfer,Mobile,Successful,,Germany,65,1074,Merchant_021,Electronics,Belgium,True,False,False,False
TXN_007581,CUST_00005,MER_011,2025-06-30 14:30:43,8.19,Purchase,Bank Transfer,Mobile,Successful,,Germany,65,1074,Merchant_011,Entertainment,Belgium,True,False,False,False
TXN_040691,CUST_00005,MER_045,2025-07-02 19:08:11,15.46,Purchase,Debit Card,Tablet,Successful,,Germany,65,1074,Merchant_045,Food & Dining,Netherlands,True,False,False,False
TXN_059522,CUST_00005,MER_029,2025-07-27 03:59:37,112.9,Purchase,Credit Card,Mobile,Successful,,Germany,65,1074,Merchant_029,Fashion,Spain,True,False,False,False
TXN_040631,CUST_00005,MER_002,2025-08-29 15:34:23,54.22,Purchase,Digital Wallet,Mobile,Successful,,Germany,65,1074,Merchant_002,Electronics,France,True,False,False,False
TXN_064955,CUST_00005,MER_043,2025-09-11 21:01:41,150.33,Purchase,Credit Card,Mobile,Successful,,Germany,65,1074,Merchant_043,Entertainment,Belgium,True,False,False,False
TXN_032522,CUST_00005,MER_050,2025-11-06 19:54:40,50.35,Purchase,Credit Card,Mobile,Successful,,Germany,65,1074,Merchant_050,Electronics,Germany,False,False,False,False
TXN_039337,CUST_00005,MER_035,2025-11-28 01:36:30,57.42,Purchase,Debit Card,Mobile,Successful,,Germany,65,1074,Merchant_035,E-commerce,Netherlands,True,False,False,False
TXN_050066,CUST_00006,MER_042,2025-01-07 03:30:23,84.76,Subscription,Credit Card,Mobile,Successful,,Germany,36,1026,Merchant_042,Travel,Italy,True,False,False,False
TXN_031369,CUST_00006,MER_037,2025-01-26 07:28:02,6.04,Purchase,Debit Card,Mobile,Successful,,Germany,36,1026,Merchant_037,Groceries,Italy,True,False,False,False
TXN_058410,CUST_00006,MER_027,2025-02-19 16:14:29,10.22,Purchase,Debit Card,Tablet,Successful,,Germany,36,1026,Merchant_027,Digital Services,Netherlands,True,False,False,False
TXN_025264,CUST_00006,MER_021,2025-02-26 04:56:46,155.56,Purchase,Bank Transfer,Mobile,Successful,,Germany,36,1026,Merchant_021,Electronics,Belgium,True,False,False,False
TXN_035616,CUST_00006,MER_019,2025-02-27 21:38:59,91.05,Purchase,Digital Wallet,Desktop,Successful,,Germany,36,1026,Merchant_019,Fashion,Germany,False,False,False,False
TXN_097360,CUST_00006,MER_038,2025-03-10 15:25:43,355.71,Purchase,Credit Card,Mobile,Failed,Insufficient Funds,Germany,36,1026,Merchant_038,Food & Dining,Netherlands,True,False,False,False
TXN_076453,CUST_00006,MER_017,2025-03-30 20:25:18,50.36,Purchase,Digital Wallet,Desktop,Successful,,Germany,36,1026,Merchant_017,Entertainment,France,True,False,False,False
TXN_046107,CUST_00006,MER_025,2025-04-22 19:39:06,71.31,Purchase,Debit Card,Mobile,Successful,,Germany,36,1026,Merchant_025,Fashion,Netherlands,True,False,False,False
TXN_094543,CUST_00006,MER_030,2025-04-28 13:30:50,23.7,Purchase,Credit Card,Mobile,Successful,,Germany,36,1026,Merchant_030,Entertainment,Netherlands,True,False,False,False
TXN_022434,CUST_00006,MER_003,2025-05-01 08:20:33,30.34,Purchase,Credit Card,Mobile,Successful,,Germany,36,1026,Merchant_003,E-commerce,Spain,True,False,False,False
TXN_023236,CUST_00006,MER_008,2025-05-25 23:54:55,220.79,Purchase,Debit Card,Mobile,Successful,,Germany,36,1026,Merchant_008,Fashion,Italy,True,False,False,False
TXN_078319,CUST_00006,MER_023,2025-07-11 03:05:53,11.6,Purchase,Debit Card,Mobile,Successful,,Germany,36,1026,Merchant_023,Groceries,Germany,False,False,False,False
TXN_009984,CUST_00006,MER_012,2025-07-26 04:23:56,70.65,Purchase,Credit Card,Desktop,Successful,,Germany,36,1026,Merchant_012,Travel,Germany,False,False,False,False
TXN_079471,CUST_00006,MER_044,2025-07-26 06:21:05,7.72,Purchase,Debit Card,Tablet,Successful,,Germany,36,1026,Merchant_044,Groceries,Germany,False,False,False,False
TXN_053027,CUST_00006,MER_003,2025-08-05 12:13:41,33.78,Refund,Credit Card,Mobile,Successful,,Germany,36,1026,Merchant_003,E-commerce,Spain,True,False,False,False
TXN_082411,CUST_00006,MER_019,2025-08-08 10:46:45,13.4,Purchase,Debit Card,Desktop,Successful,,Germany,36,1026,Merchant_019,Fashion,Germany,False,False,False,False
TXN_091539,CUST_00006,MER_048,2025-09-12 16:12:10,25.04,Purchase,Credit Card,Desktop,Successful,,Germany,36,1026,Merchant_048,Fashion,Belgium,True,False,False,False
TXN_070146,CUST_00006,MER_030,2025-09-21 08:16:24,74.05,Purchase,Credit Card,Mobile,Successful,,Germany,36,1026,Merchant_030,Entertainment,Netherlands,True,False,False,False
TXN_091101,CUST_00006,MER_034,2025-09-21 12:31:21,17.03,Subscription,Digital Wallet,Desktop,Successful,,Germany,36,1026,Merchant_034,Groceries,Belgium,True,False,False,False
TXN_036059,CUST_00006,MER_035,2025-11-28 17:28:11,28.38,Purchase,Credit Card,Desktop,Successful,,Germany,36,1026,Merchant_035,E-commerce,Netherlands,True,False,False,False
TXN_039816,CUST_00006,MER_048,2025-11-29 11:55:46,47.97,Purchase,Bank Transfer,Desktop,Successful,,Germany,36,1026,Merchant_048,Fashion,Belgium,True,False,False,False
TXN_067699,CUST_00006,MER_014,2025-12-05 16:53:19,53.64,Purchase,Credit Card,Mobile,Successful,,Germany,36,1026,Merchant_014,Groceries,Spain,True,False,False,False
TXN_039489,CUST_00007,MER_043,2025-01-10 12:41:18,42.96,Purchase,Credit Card,Mobile,Successful,,Germany,23,1158,Merchant_043,Entertainment,Belgium,True,False,False,False
TXN_013888,CUST_00007,MER_022,2025-02-11 05:21:49,69.68,Purchase,Credit Card,Mobile,Successful,,Germany,23,1158,Merchant_022,Food & Dining,Italy,True,False,False,False
TXN_015627,CUST_00007,MER_025,2025-02-15 16:55:21,118.78,Purchase,Credit Card,Mobile,Successful,,Germany,23,1158,Merchant_025,Fashion,Netherlands,True,False,False,False
TXN_051981,CUST_00007,MER_005,2025-03-26 06:05:46,28.61,Purchase,Credit Card,Mobile,Successful,,Germany,23,1158,Merchant_005,Travel,Italy,True,False,False,False
TXN_080092,CUST_00007,MER_030,2025-04-05 19:11:17,239.83,Purchase,Credit Card,Mobile,Successful,,Germany,23,1158,Merchant_030,Entertainment,Netherlands,True,False,False,False
TXN_038634,CUST_00007,MER_011,2025-04-16 04:57:03,7.41,Purchase,Debit Card,Tablet,Successful,,Germany,23,1158,Merchant_011,Entertainment,Belgium,True,False,False,False
TXN_084771,CUST_00007,MER_038,2025-05-02 22:50:53,93.68,Purchase,Bank Transfer,Mobile,Successful,,Germany,23,1158,Merchant_038,Food & Dining,Netherlands,True,False,False,False
TXN_015380,CUST_00007,MER_010,2025-05-05 01:01:46,91.51,Purchase,Digital Wallet,Tablet,Successful,,Germany,23,1158,Merchant_010,Food & Dining,Italy,True,False,False,False
TXN_033487,CUST_00007,MER_045,2025-05-27 05:44:31,34.87,Purchase,Bank Transfer,Desktop,Successful,,Germany,23,1158,Merchant_045,Food & Dining,Netherlands,True,False,False,False
TXN_001859,CUST_00007,MER_027,2025-06-24 11:28:32,11.49,Purchase,Debit Card,Desktop,Successful,,Germany,23,1158,Merchant_027,Digital Services,Netherlands,True,False,False,False
TXN_068105,CUST_00007,MER_037,2025-07-10 09:51:47,73.57,Purchase,Credit Card,Mobile,Successful,,Germany,23,1158,Merchant_037,Groceries,Italy,True,False,False,False
TXN_024768,CUST_00007,MER_036,2025-08-21 19:14:17,19.37,Purchase,Credit Card,Mobile,Successful,,Germany,23,1158,Merchant_036,Electronics,Belgium,True,False,False,False
TXN_045101,CUST_00007,MER_039,2025-10-05 12:12:48,55.25,Purchase,Digital Wallet,Mobile,Successful,,Germany,23,1158,Merchant_039,Entertainment,Belgium,True,False,False,False
TXN_033554,CUST_00007,MER_029,2025-10-17 11:36:20,38.38,Purchase,Credit Card,Desktop,Successful,,Germany,23,1158,Merchant_029,Fashion,Spain,True,False,False,False
TXN_042124,CUST_00007,MER_043,2025-10-20 13:37:22,53.31,Purchase,Bank Transfer,Mobile,Successful,,Germany,23,1158,Merchant_043,Entertainment,Belgium,True,False,False,False
TXN_057128,CUST_00007,MER_029,2025-10-31 17:47:16,21.18,Purchase,Debit Card,Mobile,Successful,,Germany,23,1158,Merchant_029,Fashion,Spain,True,False,False,False
TXN_062540,CUST_00007,MER_015,2025-11-06 21:53:41,32.7,Purchase,Credit Card,Mobile,Successful,,Germany,23,1158,Merchant_015,Travel,Spain,True,False,False,False
TXN_020144,CUST_00007,MER_001,2025-11-10 12:38:44,17.12,Purchase,Bank Transfer,Mobile,Successful,,Germany,23,1158,Merchant_001,Fashion,Netherlands,True,False,False,False
TXN_050279,CUST_00007,MER_006,2025-12-19 14:05:46,30.18,Purchase,Debit Card,Mobile,Successful,,Germany,23,1158,Merchant_006,Electronics,Spain,True,False,False,False
TXN_028994,CUST_00008,MER_026,2025-01-03 21:29:57,18.96,Purchase,Debit Card,Mobile,Successful,,Italy,37,607,Merchant_026,E-commerce,France,True,False,False,False
TXN_053554,CUST_00008,MER_048,2025-01-31 07:48:18,29.31,Purchase,Debit Card,Mobile,Successful,,Italy,37,607,Merchant_048,Fashion,Belgium,True,False,False,False
TXN_032090,CUST_00008,MER_002,2025-02-22 03:55:58,25.05,Purchase,Credit Card,Mobile,Successful,,Italy,37,607,Merchant_002,Electronics,France,True,False,False,False
TXN_095296,CUST_00008,MER_025,2025-02-28 04:35:03,22.03,Purchase,Credit Card,Mobile,Successful,,Italy,37,607,Merchant_025,Fashion,Netherlands,True,False,False,False
TXN_012714,CUST_00008,MER_004,2025-03-12 12:44:12,35.92,Purchase,Debit Card,Mobile,Successful,,Italy,37,607,Merchant_004,E-commerce,Belgium,True,False,False,False
TXN_062593,CUST_00008,MER_028,2025-03-15 11:03:05,184.28,Purchase,Bank Transfer,Desktop,Successful,,Italy,37,607,Merchant_028,Travel,Italy,False,False,False,False
TXN_098895,CUST_00008,MER_043,2025-05-01 06:36:35,94.45,Purchase,Debit Card,Mobile,Successful,,Italy,37,607,Merchant_043,Entertainment,Belgium,True,False,False,False
TXN_058227,CUST_00008,MER_019,2025-05-27 13:07:25,19.99,Purchase,Digital Wallet,Tablet,Successful,,Italy,37,607,Merchant_019,Fashion,Germany,True,False,False,False
TXN_015152,CUST_00008,MER_050,2025-06-07 00:44:12,98.58,Purchase,Debit Card,Desktop,Successful,,Italy,37,607,Merchant_050,Electronics,Germany,True,False,False,False
TXN_085213,CUST_00008,MER_038,2025-06-29 12:04:04,11.29,Subscription,Credit Card,Tablet,Successful,,Italy,37,607,Merchant_038,Food & Dining,Netherlands,True,False,False,False
